collector_number,casting_name,name,release_year,series,series_type,series_number,toy_number,barcode,primary_color,secondary_color,manufacturer,category,scale,packaging_type,country_of_manufacture,description,image_url
222/250,Lamborghini Huracán Sterrato,Lamborghini Huracán Sterrato,2024,HW Dirt,Mainline,6/10,HRY87,,,,Lamborghini,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/1/1f/LamborghiniHurac%C3%A1nSterrato.jpg/revision/latest
223/250,Hover Storm,Hover Storm,2024,HW Dirt,Mainline,7/10,HTB29,,,,Hot Wheels,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/c/cd/2024_Hover_Storm.jpeg/revision/latest
224/250,'94 Toyota Supra,'94 Toyota Supra,2024,Tooned,Mainline,4/5,HTF27,,,,Toyota,Tooned,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/1/10/%27ToonedSlapJackSupra.jpg/revision/latest
225/250,Sushi Tuner,Sushi Tuner,2024,Fast Foodie,Mainline,5/5,HRY88,,,,Hot Wheels,Fast Foodie,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/5/5c/SushiTuner.jpg/revision/latest
226/250,'91 GMC Syclone,'91 GMC Syclone,2024,HW: The '90s,Mainline,7/10,HTB10,,,,Hot Wheels,HW: The '90s,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/69/Chevy_Syclone_%28HW_The_%2890s%29._White.jpg/revision/latest
227/250,VW T3 Custom,VW T3 Custom,2024,HW Vans,Mainline,4/5,HRY57,,,,Volkswagen,HW Vans,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/3/37/VWT3Custom.jpg/revision/latest
228/250,Small Bloc,Small Bloc,2024,Tooned,Mainline,5/5,HRY92,,,,Hot Wheels,Tooned,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/90/SmallBloc.jpg/revision/latest
229/250,2016 Ford GT Race,2016 Ford GT Race,2024,Then and Now,Mainline,7/10,HTC71,,,,Ford,Then and Now,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/3/32/HTC71.jpg/revision/latest
230/250,'59 Chevy Impala,'59 Chevy Impala,2024,HW Celebration Racers Day of the Dead/Halloween,Mainline,10/10,HTB02,,,,Chevrolet,HW Celebration Racers Day of the Dead/Halloween,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/8/89/CelebrationImpala.jpg/revision/latest
231/250,Celero GT,Celero GT,2024,Quarter Mile Heroes,Mainline,3/5,HTB87,,,,Hot Wheels,Quarter Mile Heroes,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/61/CeleroGTRacer.jpg/revision/latest
232/250,Toyota Supra,Toyota Supra,2024,HW: The '90s,Mainline,8/10,HTB09,,,,Toyota,HW: The '90s,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/4/43/1994ToyotaSupraRZ.jpg/revision/latest
233/250,HW Roll Cage,HW Roll Cage,2024,HW Dirt,Mainline,8/10,HTB30,,,,Hot Wheels,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/3/3f/2024_Roll_Cage.jpg/revision/latest
234/250,Tred Shredder,Tred Shredder,2024,HW Dirt,Mainline,9/10,HTB31,,,,Hot Wheels,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/c/cf/2024_Tred_Shredder.jpg/revision/latest
235/250,Gordon Murray Automotive T.50s,Gordon Murray Automotive T.50s,2024,HW Exotics,Mainline,7/10,HRY89,,,,Hot Wheels,HW Exotics,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/ec/GMAT.50S.jpg/revision/latest
236/250,DMC DeLorean,DMC DeLorean,2024,HW Rolling Metal,Mainline,3/5,HTF28,,,,Hot Wheels,HW Rolling Metal,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/4/48/RollingDeLorean.jpg/revision/latest
237/250,Retro-Active,Retro-Active,2024,Quarter Mile Heroes,Mainline,4/5,HTB86,,,,Hot Wheels,Quarter Mile Heroes,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/c/cc/2024_Retro-Active.jpg/revision/latest
238/250,Tesla Model S Plaid,Tesla Model S Plaid,2024,Quarter Mile Heroes,Mainline,5/5,HRY91,,,,Tesla,Quarter Mile Heroes,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/eb/TeslaModelSPlaid.jpg/revision/latest
239/250,Lamborghini Huracán LP 620-2 Super Trofeo,Lamborghini Huracán LP 620-2 Super Trofeo,2024,HW Exotics,Mainline,8/10,HTC25,,,,Lamborghini,HW Exotics,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/0d/LamborghiniHurac%C3%A1nST.jpg/revision/latest
240/250,'17 Ford GT,'17 Ford GT,2024,HW Exotics,Mainline,9/10,HTC26,,,,Ford,HW Exotics,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/1/10/2017FordGTCoupe.jpg/revision/latest
241/250,Dodge Viper SRT10 ACR,Dodge Viper SRT10 ACR,2024,HW Exotics,Mainline,10/10,HTC27,,,,Dodge,HW Exotics,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/d4/DodgeACR.jpg/revision/latest
242/250,LB-Silhouette WORKS GT Nissan 35GT-RR VER.2,LB-Silhouette WORKS GT Nissan 35GT-RR VER.2,2024,Then and Now,Mainline,8/10,HTC72,,,,Nissan,Then and Now,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/d8/LBGT-R.jpg/revision/latest
243/250,McLaren F1,McLaren F1,2024,HW: The '90s,Mainline,9/10,HTB11,,,,McLaren,HW: The '90s,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/a2/1996McLarenF1.jpg/revision/latest
244/250,'98 Subaru Impreza 22B STi-Version,'98 Subaru Impreza 22B STi-Version,2024,HW: The '90s,Mainline,10/10,HTB12,,,,Subaru,HW: The '90s,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/3/34/GravelCrew22B.jpg/revision/latest
245/250,Porsche 928S Safari,Porsche 928S Safari,2024,HW Dirt,Mainline,10/10,HTF29,,,,Porsche,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/2/24/1977Porsche928Safari.jpg/revision/latest
246/250,Tesla Cybertruck,Tesla Cybertruck,2024,HW Rolling Metal,Mainline,4/5,HTB55,,,,Tesla,HW Rolling Metal,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/95/HTB55.jpg/revision/latest
247/250,Hi-Roller II,Hi-Roller II,2024,HW Rolling Metal,Mainline,5/5,HRY94,,,,Hot Wheels,HW Rolling Metal,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/4/42/Hi-RollerII.jpg/revision/latest
248/250,Dodge Van,Dodge Van,2024,HW Vans,Mainline,5/5,HTB95,,,,Dodge,HW Vans,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/7/7f/DodgeRamVanRacing.jpg/revision/latest
249/250,'83 Chevy Silverado,'83 Chevy Silverado,2024,Then and Now,Mainline,9/10,HTC73,,,,Chevrolet,Then and Now,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/6e/1983ChevroletSilverado.jpg/revision/latest
250/250,Ford Mustang Dark Horse,Ford Mustang Dark Horse,2024,Then and Now,Mainline,10/10,HRY93,,,,Ford,Then and Now,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/5/57/FordMustangDarkHorse.jpg/revision/latest
