collector_number,casting_name,name,release_year,series,series_type,series_number,toy_number,barcode,primary_color,secondary_color,manufacturer,category,scale,packaging_type,country_of_manufacture,description,image_url
115/250,Baja Truck,Baja Truck,2024,Hot Wheels Let's Race,Mainline,3/5,HTC09,,,,Hot Wheels,Hot Wheels Let's Race,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/8/83/Mainline_2024_Baja_Truck_HTC09.jpeg/revision/latest
116/250,'15 Jaguar F-Type Project 7,'15 Jaguar F-Type Project 7,2024,HW Roadsters,Mainline,5/5,HTC16,,,,Jaguar,HW Roadsters,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/e7/%2715_Jaguar_F-Type_Project_7_HW_Roadsters_2024_White.jpg/revision/latest
117/250,'60s Fiat 500D Modificado,'60s Fiat 500D Modificado,2024,Compact Kings New in Mainline,Mainline,5/5,HTC20,,,,Fiat,Compact Kings New in Mainline,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/2/23/1966Fiat500D.jpg/revision/latest
118/250,Custom '72 Chevy LUV,Custom '72 Chevy LUV,2024,HW Hot Trucks,Mainline,6/10,HTC33,,,,Chevrolet,HW Hot Trucks,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/5/57/HTC33-LOOSE.jpg/revision/latest
119/250,Tanknator,Tanknator,2024,HW Ride-Ons,Mainline,3/5,HTC39,,,,Hot Wheels,HW Ride-Ons,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/7/74/Tanknator2024.jpeg/revision/latest
120/250,'91 Mazda MX-5 Miata,'91 Mazda MX-5 Miata,2024,HW J-Imports,Mainline,6/10,HTC47,,,,Mazda,HW J-Imports,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/ac/1991MazdaMX-5Miata.jpg/revision/latest
121/250,'57 Chevy,'57 Chevy,2024,HW Art Cars,Mainline,6/10,HTB75,,,,Chevrolet,HW Art Cars,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/d8/Mainline_2024_%2757_Chevy_Black_Malaysia_HTB75.jpg/revision/latest
122/250,"Shelby Cobra ""Daytona"" Coupe","Shelby Cobra ""Daytona"" Coupe",2024,HW Race Day,Mainline,5/10,HTC77,,,,Shelby,HW Race Day,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/5/50/GulfCoupe.jpg/revision/latest
123/250,Cadillac Project GTP Hypercar,Cadillac Project GTP Hypercar,2024,HW Turbo,Mainline,3/5,HRY60,,,,Cadillac,HW Turbo,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/66/CadillacGTP.jpg/revision/latest
124/250,Supercharged,Supercharged,2024,HW Celebration Racers Earth Day,Mainline,7/10,HTB00,,,,Hot Wheels,HW Celebration Racers Earth Day,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/01/Supercharged_Earth_Day.jpg/revision/latest
125/250,5 Alarm,5 Alarm,2024,HW Metro,Mainline,3/10,HTB15,,,,Hot Wheels,HW Metro,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/8/85/HTB15-LOOSE.jpg/revision/latest
126/250,Trouble Decker,Trouble Decker,2024,HW Fast Transit,Mainline,5/5,HTB45,,,,Hot Wheels,HW Fast Transit,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/2/2c/PenangDecker.jpg/revision/latest
127/250,Jaguar Mk1,Jaguar Mk1,2024,HW Race Day,Mainline,6/10,HRY80,,,,Jaguar,HW Race Day,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/f/f1/JaguarMk1.jpg/revision/latest
128/250,Ford Performance SuperVan 4,Ford Performance SuperVan 4,2024,HW Green Speed,Mainline,9/10,HRY90,,,,Ford,HW Green Speed,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/dd/FordSuperVan4.jpg/revision/latest
129/250,Ford Mustang Mach-E 1400,Ford Mustang Mach-E 1400,2024,HW Green Speed,Mainline,10/10,HTF20,,,,Ford,HW Green Speed,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/8/82/2024_Ford_Mustang_Mach-E_1400.jpg/revision/latest
130/250,HW450F,HW450F,2024,HW Xtreme Sports,Mainline,5/5,HTC00,,,,Hot Wheels,HW Xtreme Sports,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/ad/HW450FSports.jpg/revision/latest
131/250,Terra-Tracktyl,Terra-Tracktyl,2024,HW Track Champs,Mainline,1/5,HRY65,,,,Hot Wheels,HW Track Champs,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/2/2f/Terra-Tracktyl.jpg/revision/latest
132/250,'71 El Camino,'71 El Camino,2024,HW Hot Trucks,Mainline,7/10,HTC34,,,,Chevrolet,HW Hot Trucks,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/a7/71_El_Camino_Violet_2024.jpg/revision/latest
133/250,'94 Audi Avant RS2,'94 Audi Avant RS2,2024,Factory Fresh,Mainline,9/10,HTC54,,,,Audi,Factory Fresh,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/bd/HTC54-LOOSE.jpg/revision/latest
134/250,Porsche 911 Carrera,Porsche 911 Carrera,2024,Experimotors,Mainline,5/5,HRY64,,,,Porsche,Experimotors,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/ba/PorscheCarreraKeychain.jpg/revision/latest
135/250,Heavy Hitcher,Heavy Hitcher,2024,HW Metro,Mainline,4/10,HTB16,,,,Hot Wheels,HW Metro,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/00/TWUHitcher.jpg/revision/latest
136/250,Minecart,Minecart,2024,HW Screen Time,Mainline,8/10,HTB38,,,,Hot Wheels,HW Screen Time,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/07/HTB38-LOOSE.jpg/revision/latest
137/250,Rapid Pulse,Rapid Pulse,2024,HW First Response,Mainline,10/10,HRY68,,,,Hot Wheels,HW First Response,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/69/RapidPulse.jpg/revision/latest
138/250,BMW M3 Wagon,BMW M3 Wagon,2024,HW Modified,Mainline,10/10,HRY67,,,,BMW,HW Modified,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/1/19/BMWM3Wagon.jpg/revision/latest
139/250,'52 Chevy,'52 Chevy,2024,HW Hot Trucks,Mainline,8/10,HTC36,,,,Chevrolet,HW Hot Trucks,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/a2/1952ChevyTruck.jpg/revision/latest
140/250,Dragon Blaster,Dragon Blaster,2024,Hot Wheels Let's Race,Mainline,4/5,HTC10,,,,Hot Wheels,Hot Wheels Let's Race,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/8/86/DragonBlasterRacer.jpg/revision/latest
141/250,Draggin' Wagon,Draggin' Wagon,2024,HW Ride-Ons,Mainline,4/5,HTF21,,,,Hot Wheels,HW Ride-Ons,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/5/5e/2024_Draggin_Wagon.jpg/revision/latest
142/250,'68 Dodge Dart,'68 Dodge Dart,2024,Muscle Mania,Mainline,1/5,HTC57,,,,Dodge,Muscle Mania,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/9f/HTC57-LOOSE.jpg/revision/latest
143/250,Hirohata Merc,Hirohata Merc,2024,Rod Squad,Mainline,5/5,HRY69,,,,Hot Wheels,Rod Squad,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/eb/HirohataMerc.jpg/revision/latest
144/250,Audi 90 quattro,Audi 90 quattro,2024,HW Turbo,Mainline,4/5,HTC64,,,,Audi,HW Turbo,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/f/ff/HTC64-LOOSE.jpg/revision/latest
145/250,Mazda 787B,Mazda 787B,2024,HW Race Day,Mainline,7/10,HTC79,,,,Mazda,HW Race Day,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/1/14/Charge787B.jpg/revision/latest
146/250,Birthday Burner,Birthday Burner,2024,HW Celebration Racers  Happy Birthday!,Mainline,8/10,HRY72,,,,Hot Wheels,HW Celebration Racers  Happy Birthday!,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/62/BirthdayBurner.jpg/revision/latest
147/250,Speed Dozer,Speed Dozer,2024,HW Metro,Mainline,5/10,HTB17,,,,Hot Wheels,HW Metro,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/e8/Speed-Dozer-147-Green.jpeg/revision/latest
148/250,Propper Chopper,Propper Chopper,2024,HW Metro,Mainline,6/10,HTB18,,,,Hot Wheels,HW Metro,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/68/HTB18-LOOSE.jpg/revision/latest
149/250,Batman: Arkham Knight Batmobile,Batman: Arkham Knight Batmobile,2024,Batman,Mainline,4/5,HTB22,,,,DC Comics,Batman,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/d1/HTB22-LOOSE.jpg/revision/latest
150/250,Donut Drifter,Donut Drifter,2024,Fast Foodie,Mainline,1/5,HTB46,,,,Hot Wheels,Fast Foodie,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/1/1a/Donut_drifter_green.jpg/revision/latest
151/250,Purple Passion,Purple Passion,2024,HW Art Cars,Mainline,7/10,HTF22,,,,Hot Wheels,HW Art Cars,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/5/5e/ArtPassion.jpg/revision/latest
152/250,King Kuda,King Kuda,2024,HW Art Cars,Mainline,8/10,HTB77,,,,Hot Wheels,HW Art Cars,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/b8/Kingkudaartcar.jpg/revision/latest
153/250,Volvo P1800 Gasser,Volvo P1800 Gasser,2024,HW Reverse Rake,Mainline,4/5,HTB92,,,,Volvo,HW Reverse Rake,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/8/8f/HTB92-LOOSE.jpg/revision/latest
154/250,Rollin' Solo,Rollin' Solo,2024,HW Track Champs,Mainline,2/5,HTC06,,,,Hot Wheels,HW Track Champs,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/8/8c/RollinSoloTrackChampsLoose.jpg/revision/latest
155/250,'63 Studebaker Champ,'63 Studebaker Champ,2024,HW Hot Trucks,Mainline,9/10,HTC35,,,,Hot Wheels,HW Hot Trucks,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/05/%2763Studebaker.jpg/revision/latest
156/250,Mazda RX-3,Mazda RX-3,2024,HW J-Imports,Mainline,7/10,HRY71,,,,Mazda,HW J-Imports,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/e4/%27ToonedMazdaRX-3.jpg/revision/latest
157/250,'64 Chevy Chevelle SS,'64 Chevy Chevelle SS,2024,Muscle Mania,Mainline,2/5,HTC58,,,,Chevrolet,Muscle Mania,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/3/30/Mainline_2024_%2764_Chevy_Chevelle_SS_Red_Malaysia_HTC58.jpg/revision/latest
158/250,Porsche 904 Carrera GTS,Porsche 904 Carrera GTS,2024,HW Exotics,Mainline,1/10,HRY73,,,,Porsche,HW Exotics,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/c/c2/Porsche904.jpg/revision/latest
159/250,Honda Super Cub Custom,Honda Super Cub Custom,2024,HW Metro,Mainline,7/10,HTF23,,,,Honda,HW Metro,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/bd/HondaMetroBike.jpg/revision/latest
160/250,Total Disposal,Total Disposal,2024,HW Metro,Mainline,8/10,HTB19,,,,Hot Wheels,HW Metro,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/7/70/1st_2024_Total_Disposal.jpeg/revision/latest
161/250,'70 Dodge Charger,'70 Dodge Charger,2024,Tooned,Mainline,1/5,HTB40,,,,Dodge,Tooned,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/4/4f/161_2024_SC_%2770_Dodge_Charger.jpg/revision/latest
162/250,Dessert Drifter,Dessert Drifter,2024,Fast Foodie,Mainline,2/5,HTB47,,,,Hot Wheels,Fast Foodie,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/9f/20240703_130555.png/revision/latest
163/250,Speed Bump,Speed Bump,2024,HW Art Cars New in Mainline,Mainline,9/10,HTB78,,,,Hot Wheels,HW Art Cars New in Mainline,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/e1/1st_2024_Speed_Bump.jpg/revision/latest
164/250,Mailed It!,Mailed It!,2024,HW Art Cars,Mainline,10/10,HRY82,,,,Hot Wheels,HW Art Cars,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/b9/MailedIt.jpg/revision/latest
165/250,McLaren P1,McLaren P1,2024,Quarter Mile Heroes,Mainline,1/5,HTB85,,,,McLaren,Quarter Mile Heroes,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/aa/2013McLarenP1.jpg/revision/latest
166/250,Later Crater,Later Crater,2024,HW Reverse Rake,Mainline,5/5,HRY75,,,,Hot Wheels,HW Reverse Rake,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/ee/LaterCrater.jpg/revision/latest
167/250,Duck N' Roll,Duck N' Roll,2024,Hot Wheels Let's Race,Mainline,5/5,HTC11,,,,Hot Wheels,Hot Wheels Let's Race,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/f/fa/Duck%27nRoll.jpg/revision/latest
168/250,Rink Racer,Rink Racer,2024,HW Ride-Ons,Mainline,5/5,HRY79,,,,Hot Wheels,HW Ride-Ons,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/ae/RinkRacer.jpg/revision/latest
169/250,Mitsubishi Pajero Evolution,Mitsubishi Pajero Evolution,2024,HW J-Imports,Mainline,8/10,HTC45,,,,Mitsubishi,HW J-Imports,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/ef/HTC45.jpg/revision/latest
170/250,'95 Mazda RX-7,'95 Mazda RX-7,2024,HW J-Imports,Mainline,9/10,HTC46,,,,Mazda,HW J-Imports,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/c/c5/MuRX-7.jpg/revision/latest
171/250,'69 Mercury Cougar Eliminator,'69 Mercury Cougar Eliminator,2024,Muscle Mania,Mainline,3/5,HTC59,,,,Hot Wheels,Muscle Mania,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/d2/1969_Mercury_Cougar.jpeg/revision/latest
172/250,Porsche 911 Rallye,Porsche 911 Rallye,2024,HW Turbo,Mainline,5/5,HRY70,,,,Porsche,HW Turbo,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/3/39/Porsche911Dakar.jpg/revision/latest
173/250,24/Seven,24/Seven,2024,HW Celebration Racers International Friendship Day,Mainline,9/10,HTB01,,,,Hot Wheels,HW Celebration Racers International Friendship Day,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/ef/HTB01.jpg/revision/latest
174/250,'96 Porsche Carrera,'96 Porsche Carrera,2024,HW: The '90s,Mainline,1/10,HTB03,,,,Porsche,HW: The '90s,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/00/1996PorscheCarrera.jpg/revision/latest
175/250,'90 Acura NSX,'90 Acura NSX,2024,HW: The '90s,Mainline,2/10,HTB04,,,,Hot Wheels,HW: The '90s,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/3/3c/1990AcuraNSX.jpg/revision/latest
176/250,Dragtor,Dragtor,2024,HW Metro,Mainline,9/10,HTB20,,,,Pontiac,HW Metro,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/e0/Mainline_2024_Dragtor_Pink_Malaysia_HTB20.jpg/revision/latest
177/250,Batman: The Animated Series,Batman: The Animated Series,2024,Batman,Mainline,5/5,HTB23,,,,DC Comics,Batman,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/de/20240804_101630_25%25.jpg/revision/latest
178/250,Mercedes-Benz Unimog 1300L,Mercedes-Benz Unimog 1300L,2024,HW Dirt,Mainline,1/10,HTB24,,,,Mercedes-Benz,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/d9/Mainline_2024_Mercedes-Benz_Unimog_1300L_MF_Green_Malaysia_HTB24.jpg/revision/latest
179/250,Rally Speciale,Rally Speciale,2024,HW Dirt,Mainline,2/10,HTB25,,,,Hot Wheels,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/c/c8/DirtSpeciale.jpg/revision/latest
180/250,Grumobile,Grumobile,2024,HW Screen Time,Mainline,10/10,HTB39,,,,Hot Wheels,HW Screen Time,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/98/HTB39.png/revision/latest
181/250,Shelby Cobra 427 S/C,Shelby Cobra 427 S/C,2024,HW Rolling Metal,Mainline,1/5,HTB53,,,,Shelby,HW Rolling Metal,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/4/4f/ShelbyCobra.jpg/revision/latest
182/250,Chrysler Pacifica,Chrysler Pacifica,2024,HW Vans,Mainline,1/5,HTB93,,,,Chrysler,HW Vans,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/99/HTB93.jpg/revision/latest
183/250,Bone Shaker,Bone Shaker,2024,HW Track Champs,Mainline,3/5,HTF24,,,,Hot Wheels,HW Track Champs,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/3/31/2024_Bone_Shaker.jpg/revision/latest
184/250,2020 Koenigsegg Jesko,2020 Koenigsegg Jesko,2024,HW Exotics,Mainline,2/10,HTC21,,,,Koenigsegg,HW Exotics,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/2/26/2020KoenigseggJesko.jpg/revision/latest
185/250,Bugatti Bolide,Bugatti Bolide,2024,HW Exotics,Mainline,3/10,HTC22,,,,Bugatti,HW Exotics,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/97/2024BugattiBolide.jpg/revision/latest
186/250,Bumblebee,Bumblebee,2024,HW Screen Time,Mainline,9/10,HTB35,,,,Hot Wheels,HW Screen Time,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/ab/Bumblebee.jpg/revision/latest
187/250,Kowloon'd Hypervan,Kowloon'd Hypervan,2024,HW Metro,Mainline,10/10,HRY84,,,,Hot Wheels,HW Metro,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/a0/Kowloon%27dHypervan.jpg/revision/latest
188/250,'67 Lotus Type 49,'67 Lotus Type 49,2024,HW Race Day,Mainline,8/10,HRY76,,,,Lotus,HW Race Day,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/f/f8/Lotus49.jpg/revision/latest
189/250,Track Dwagon,Track Dwagon,2024,HW Track Champs,Mainline,4/5,HRY74,,,,Hot Wheels,HW Track Champs,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/a0/TrackDwagon.jpg/revision/latest
190/250,1966 Triumph Tiger 100,1966 Triumph Tiger 100,2024,Factory Fresh,Mainline,10/10,HRY62,,,,Hot Wheels,Factory Fresh,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/b8/TriumphT100.jpg/revision/latest
191/250,Nissan Skyline 2000GT-R LBWK,Nissan Skyline 2000GT-R LBWK,2024,Then and Now,Mainline,1/10,HTC65,,,,Nissan,Then and Now,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/4/4c/2024_Nissan_Skyline_2000GT-R_LBWK.jpg/revision/latest
192/250,'84 Mustang SVO,'84 Mustang SVO,2024,Then and Now,Mainline,2/10,HTC66,,,,Ford,Then and Now,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/dd/2024_%2784_Mustang_SVO.jpg/revision/latest
193/250,Formula E Gen3,Formula E Gen3,2024,HW Race Day,Mainline,9/10,HRY66,,,,Hot Wheels,HW Race Day,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/09/FormulaEGen3.jpg/revision/latest
194/250,'92 Ford Mustang,'92 Ford Mustang,2024,HW: The '90s,Mainline,3/10,HTB05,,,,Ford,HW: The '90s,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/2/2b/HTB05loose.jpg/revision/latest
195/250,'92 BMW M3,'92 BMW M3,2024,HW: The '90s,Mainline,4/10,HTB06,,,,BMW,HW: The '90s,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/2/26/1992BMWM3.jpg/revision/latest
196/250,'22 Ford Maverick Custom,'22 Ford Maverick Custom,2024,HW Hot Trucks,Mainline,10/10,HRY78,,,,Ford,HW Hot Trucks,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/d7/FordMaverickPickup.jpg/revision/latest
197/250,Ducati DesertX,Ducati DesertX,2024,HW Dirt,Mainline,3/10,HTB26,,,,Hot Wheels,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/f/fa/2024DucatiDesertX.jpg/revision/latest
198/250,'20 Toyota Tacoma,'20 Toyota Tacoma,2024,HW Dirt,Mainline,4/10,HTB27,,,,Toyota,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/f/f3/2020ToyotaTacoma.jpg/revision/latest
199/250,Porsche 911 Turbo 3.6 (964),Porsche 911 Turbo 3.6 (964),2024,Tooned,Mainline,2/5,HTB41,,,,Porsche,Tooned,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/7/79/1993PorscheTurbo.jpg/revision/latest
200/250,Car-de-Asada,Car-de-Asada,2024,Fast Foodie,Mainline,3/5,HTF25,,,,Hot Wheels,Fast Foodie,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/e0/CarDeAsada.jpg/revision/latest
201/250,'16 Bugatti Chiron,'16 Bugatti Chiron,2024,Quarter Mile Heroes,Mainline,2/5,HTB88,,,,Bugatti,Quarter Mile Heroes,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/7/7b/2016BugattiChiron.jpg/revision/latest
202/250,Volkswagen ID. Buzz,Volkswagen ID. Buzz,2024,HW Vans,Mainline,2/5,HTB94,,,,Volkswagen,HW Vans,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/00/VWIDBuzz.jpg/revision/latest
203/250,Toyota GR86 Cup,Toyota GR86 Cup,2024,HW J-Imports,Mainline,10/10,HRY77,,,,Toyota,HW J-Imports,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/6/6e/ToyotaGR86Cup.jpg/revision/latest
204/250,Lamborghini Sesto Elemento,Lamborghini Sesto Elemento,2024,HW Exotics,Mainline,4/10,HTC23,,,,Lamborghini,HW Exotics,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/3/3f/LamborghiniSesto.jpg/revision/latest
205/250,Pagani Utopia,Pagani Utopia,2024,HW Exotics,Mainline,5/10,HRY83,,,,Pagani,HW Exotics,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/7/77/PaganiUtopia.jpg/revision/latest
206/250,'77 Pontiac Firebird T/A,'77 Pontiac Firebird T/A,2024,Muscle Mania,Mainline,4/5,HTC60,,,,Pontiac,Muscle Mania,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/3/36/1977PontiacFirebird.jpg/revision/latest
207/250,Chevy Silverado,Chevy Silverado,2024,Then and Now,Mainline,3/10,HTC67,,,,Chevrolet,Then and Now,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/e0/HTC67_-_Chevy_Silverado.jpg/revision/latest
208/250,Deora II,Deora II,2024,Then and Now,Mainline,4/10,HTC68,,,,Hot Wheels,Then and Now,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/00/TekuDeoraII.jpeg/revision/latest
209/250,Honda S800 Racing,Honda S800 Racing,2024,HW Race Day,Mainline,10/10,HRY58,,,,Honda,HW Race Day,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/9f/HondaS800Racing.jpg/revision/latest
210/250,'99 Ford F-150 SVT Lightning,'99 Ford F-150 SVT Lightning,2024,HW: The '90s,Mainline,5/10,HTB07,,,,Ford,HW: The '90s,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/90/Ford_F-150_SVT_Light-99_hw.jpg/revision/latest
211/250,'96 Nissan 180SX Type X,'96 Nissan 180SX Type X,2024,HW: The '90s,Mainline,6/10,HTB08,,,,Nissan,HW: The '90s,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/a/a8/HTB08-LOOSE.jpg/revision/latest
212/250,Dune Daddy,Dune Daddy,2024,HW Dirt,Mainline,5/10,HTB28,,,,Hot Wheels,HW Dirt,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/b/bd/DirtDaddy.jpg/revision/latest
213/250,Nissan Skyline 2000GT-R LBWK,Nissan Skyline 2000GT-R LBWK,2024,Tooned,Mainline,3/5,HRY85,,,,Nissan,Tooned,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/0/03/%27ToonedKenmeri.jpg/revision/latest
214/250,Quick Bite,Quick Bite,2024,Fast Foodie,Mainline,4/5,HTB48,,,,Hot Wheels,Fast Foodie,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/e2/MilkBite.jpg/revision/latest
215/250,'49 Drag Merc,'49 Drag Merc,2024,HW Rolling Metal,Mainline,2/5,HTB54,,,,Hot Wheels,HW Rolling Metal,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/2/28/1949MercuryEight.jpg/revision/latest
216/250,Hot Wheels Ford Transit Connect,Hot Wheels Ford Transit Connect,2024,HW Vans,Mainline,3/5,HTF26,,,,Ford,HW Vans,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/f/f3/FordTransitFlowerVan.jpg/revision/latest
217/250,Ravenger S/T,Ravenger S/T,2024,HW Track Champs,Mainline,5/5,HRY81,,,,Hot Wheels,HW Track Champs,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/c/c1/RavengerST.jpg/revision/latest
218/250,'92 Dodge Viper RT/10,'92 Dodge Viper RT/10,2024,HW Exotics,Mainline,6/10,HTC24,,,,Dodge,HW Exotics,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/d/d1/1992DodgeViper.jpg/revision/latest
219/250,Aston Martin DB4GT High-Speed Edition,Aston Martin DB4GT High-Speed Edition,2024,Muscle Mania,Mainline,5/5,HRY86,,,,Aston Martin,Muscle Mania,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/e/eb/AstonMartinDB4Racer.jpg/revision/latest
220/250,'67 Ford GT40 Mk.IV,'67 Ford GT40 Mk.IV,2024,Then and Now,Mainline,5/10,HTC69,,,,Ford,Then and Now,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/4/45/FordMark4.jpg/revision/latest
221/250,Deora III,Deora III,2024,Then and Now,Mainline,6/10,HTC70,,,,Hot Wheels,Then and Now,1:64,Long Card,,,https://static.wikia.nocookie.net/hotwheels/images/9/9e/24DeoraIII.jpeg/revision/latest
